label,px0,px1,px2,px3,px4,px5,px6,px7,px8,px9,px10,px11,px12,px13,px14,px15,px16,px17,px18,px19,px20,px21,px22,px23,px24,px25,px26,px27,px28,px29,px30,px31,px32,px33,px34,px35,px36,px37,px38,px39,px40,px41,px42,px43,px44,px45,px46,px47,px48,px49,px50,px51,px52,px53,px54,px55,px56,px57,px58,px59,px60,px61,px62,px63,px64,px65,px66,px67,px68,px69,px70,px71,px72,px73,px74,px75,px76,px77,px78,px79,px80,px81,px82,px83,px84,px85,px86,px87,px88,px89,px90,px91,px92,px93,px94,px95,px96,px97,px98,px99,px100,px101,px102,px103,px104,px105,px106,px107,px108,px109,px110,px111,px112,px113,px114,px115,px116,px117,px118,px119,px120,px121,px122,px123,px124,px125,px126,px127,px128,px129,px130,px131,px132,px133,px134,px135,px136,px137,px138,px139,px140,px141,px142,px143,px144,px145,px146,px147,px148,px149,px150,px151,px152,px153,px154,px155,px156,px157,px158,px159,px160,px161,px162,px163,px164,px165,px166,px167,px168,px169,px170,px171,px172,px173,px174,px175,px176,px177,px178,px179,px180,px181,px182,px183,px184,px185,px186,px187,px188,px189,px190,px191
0,0.7951,0.6881,0.8557,0.8592,0.8234,0.9429,0.6636,0.8646,0.8903,0.6839,0.7466,0.6661,0.8249,0.8669,0.7544,0.8586,0.76,0.8637,0.7331,0.9434,0.7814,0.6511,0.6774,0.8678,0.9094,0.841,0.6966,0.9116,0.8651,0.6846,0.7642,0.8514,0.6511,0.6627,0.7561,0.9124,0.9489,0.7455,0.9227,0.8858,0.9095,0.8265,0.9408,0.8432,0.9344,0.8198,0.709,0.8056,0.7949,0.7512,0.7621,0.8031,0.8264,0.7168,0.7332,0.8009,0.8012,0.7756,0.8492,0.7056,0.8095,0.7327,0.881,0.8611,0.1843,0.1052,0.0247,0.2277,0.1032,0.0626,0.0371,0.0706,0.1626,0.1956,0.0948,0.1693,0.0139,0.0856,0.0574,0.0419,0.0578,0.1764,0.17,0.0122,0.0201,0.1853,0.1464,0.1529,0.1406,0.158,0.0318,-0.0317,0.0582,-0.0403,0.2386,0.1074,0.1511,0.24,0.1913,0.0188,0.0511,-0.0174,0.1887,0.1711,0.0963,0.0608,0.031,0.0962,0.1636,0.2186,0.2047,0.2103,0.0818,0.0764,0.0442,0.2423,0.005,-0.0027,0.0343,0.2266,0.2058,0.0494,0.2055,0.2172,0.0782,0.0077,0.1818,0.0624,-0.0142,0.2208,0.0819,0.0692,0.1286,0.0266,-0.0439,0.067,0.0638,-0.0467,0.0615,0.1784,0.0499,0.1539,0.1374,0.0065,-0.0439,0.1523,0.1333,0.0381,0.0101,0.2066,0.2228,0.02,0.1258,0.1224,0.0466,-0.0391,0.0476,0.1433,0.1306,0.103,-0.0133,0.0138,0.0434,0.0749,0.059,0.2207,-0.0152,0.2459,0.0221,0.207,0.0231,0.1262,0.0632,-0.0386,0.1889,0.1931,0.0308,0.1829,0.0937,0.2461,-0.0337,0.0641,0.0183,0.1375,0.1834,0.2026,0.1145,0.0662,0.1899,-0.0186,0.028,0.1758
0,0.8393,0.924,0.9322,0.8148,0.8659,0.6648,0.8697,0.7853,0.8758,0.8433,0.7359,0.6647,0.928,0.6882,0.7917,0.7531,0.7393,0.8717,0.9429,0.7281,0.8468,0.7403,0.8172,0.7683,0.7002,0.6985,0.7124,0.9218,0.7991,0.716,0.9219,0.9489,0.785,0.6919,0.7077,0.6772,0.7526,0.6773,0.7217,0.7275,0.8209,0.9162,0.8749,0.7738,0.7742,0.8073,0.7631,0.7515,0.6686,0.7333,0.9403,0.6878,0.801,0.8389,0.9089,0.7148,0.7313,0.7245,0.7699,0.7838,0.9362,0.9046,0.9119,0.6565,-0.0403,0.1629,0.2187,0.092,0.1262,-0.0499,0.0675,0.228,0.1977,0.2066,0.2417,0.0245,-0.0173,-0.0037,0.1067,0.1546,0.2324,0.1665,0.1442,0.1794,0.0872,0.1155,-0.0381,0.1847,0.0198,0.226,0.1437,0.0411,-0.0116,0.0255,0.1409,0.1596,-0.0164,-0.0289,0.1073,0.1249,0.0664,0.0171,0.1303,-0.0469,0.0405,0.0882,0.2377,0.1434,0.2151,0.0926,0.0204,0.0241,0.2382,0.1614,0.0422,-0.0435,0.0995,0.1523,0.076,0.0272,0.1502,0.2275,0.018,-0.0398,0.0514,0.0762,0.1548,0.0094,0.1891,0.1717,0.1015,0.0116,0.241,0.0435,0.196,0.0192,0.0164,0.1781,0.0385,0.2356,0.0987,0.0062,0.017,0.0751,0.1496,0.2346,-0.0061,0.068,0.0139,0.2422,-0.0074,-0.0344,-0.032,0.068,0.2195,0.2151,0.1698,0.2493,0.2295,0.0488,0.0057,0.2308,0.1739,-0.0404,0.1493,0.0636,0.0622,0.0495,0.0008,-0.0491,0.0339,0.0554,0.2367,-0.0129,0.2393,0.0122,0.057,0.1965,0.1966,0.0797,-0.0352,0.092,0.0618,0.2259,0.0079,0.0593,0.2191,-0.0409,0.0732,0.1935,0.18,-0.0378
1,0.1543,-0.0169,-0.0486,0.0294,-0.0183,0.1972,0.0249,0.2373,0.1535,0.0075,0.1632,0.0454,0.1081,-0.0272,0.1998,0.1862,0.1243,0.1572,0.052,-0.0117,0.0475,0.172,0.1189,-0.0096,0.0222,0.0925,-0.0457,-0.0366,0.085,-0.0098,0.2167,-0.0114,0.1748,0.1884,0.0446,0.1126,0.2476,0.1351,0.0661,0.2428,0.0279,0.2366,0.043,0.0765,0.0447,0.1456,0.2147,0.1567,0.0046,0.2471,0.1668,0.1019,0.2049,-0.0178,0.1294,0.1858,0.183,0.1519,-0.0312,0.0935,0.0306,0.1324,0.0691,0.0868,0.8114,0.8265,0.9171,0.7346,0.7325,0.7053,0.6838,0.9048,0.9259,0.6878,0.7581,0.9213,0.9092,0.9435,0.9478,0.7411,0.67,0.7249,0.8007,0.6546,0.7261,0.7919,0.8545,0.6964,0.687,0.7491,0.6773,0.6867,0.6809,0.8899,0.9138,0.6628,0.8913,0.9031,0.8453,0.74,0.896,0.6744,0.664,0.9364,0.7164,0.9246,0.8762,0.6641,0.6783,0.8439,0.6938,0.8498,0.8517,0.7194,0.793,0.7136,0.9114,0.8392,0.8573,0.8365,0.6683,0.9158,0.8838,0.8045,0.8272,0.7977,0.8766,0.8099,0.0333,0.1049,0.0141,-0.0485,0.1062,0.2111,0.1658,0.0127,0.1025,0.125,0.1238,0.088,0.1028,0.1565,0.2143,0.1047,0.1852,0.154,-0.0141,0.0277,0.0441,0.0562,0.0973,0.0384,0.2494,0.1702,0.0614,0.16,0.2274,-0.0021,0.1388,0.2376,0.0626,0.2132,0.1911,0.046,-0.0067,0.1919,0.0747,0.0551,0.0891,0.1685,0.2183,0.225,0.1799,0.0027,0.0608,-0.0479,0.0102,0.0521,0.0032,0.0929,-0.0105,0.1459,0.0733,0.0241,0.1558,0.0484,-0.0428,0.2015,0.1762,0.2135,0.0382,0.0292
1,0.0003,0.0532,0.1973,0.1914,0.2434,-0.0145,0.013,-0.018,0.1671,0.1736,0.1444,0.1839,0.1048,0.1187,0.2263,0.1445,0.1468,0.1266,0.0982,0.1771,0.1218,-0.0113,0.0778,0.0764,0.0797,0.1183,0.0585,0.0673,0.0781,0.0614,0.2416,-0.0229,-0.0449,0.1664,0.0686,0.0847,0.1275,0.0601,0.0218,-0.0454,0.2121,0.2317,0.0358,0.0896,0.0472,-0.0325,0.2178,0.2009,0.0223,0.0264,0.1595,0.189,0.0909,0.0662,0.0201,0.1895,0.2091,0.2074,-0.0157,0.1281,0.2456,0.1646,0.0878,-0.0065,0.6682,0.8695,0.6706,0.8927,0.8497,0.792,0.9175,0.9298,0.835,0.6799,0.8266,0.7763,0.7249,0.9286,0.8691,0.6865,0.7187,0.7528,0.8219,0.7474,0.7819,0.894,0.7045,0.866,0.7492,0.9334,0.9355,0.7482,0.8318,0.6832,0.7731,0.837,0.8414,0.7528,0.6602,0.6873,0.8181,0.7013,0.7418,0.8355,0.9202,0.8046,0.7264,0.8258,0.7327,0.8847,0.6968,0.7286,0.7816,0.9224,0.6996,0.7077,0.6895,0.7141,0.7497,0.7685,0.8779,0.7711,0.7925,0.7689,0.8823,0.921,0.7776,0.9264,0.0252,0.2433,0.1076,0.1546,0.0644,0.0315,-0.0095,0.2156,0.0579,0.1596,0.0882,0.108,0.0121,0.0031,0.0509,0.1545,0.113,-0.0493,0.1632,0.0799,-0.0293,0.028,0.0135,0.1969,0.115,0.048,0.0246,0.0374,0.034,0.0539,0.1872,0.1866,0.1594,0.2155,0.1462,-0.0159,-0.0366,-0.0007,0.0274,0.1085,0.1966,0.1257,0.0789,0.0226,0.2445,0.176,0.0524,-0.0362,0.2446,0.0268,0.2043,-0.0148,0.1459,0.0569,0.2167,0.0391,-0.0198,0.0097,0.1917,0.2436,0.1429,0.1545,0.0346,0.0317
2,-0.0219,0.0893,0.1685,0.079,0.1537,-0.0157,0.1985,-0.0134,0.227,0.2488,0.2318,0.1079,0.0372,0.0544,0.1751,0.099,0.2289,-0.0221,0.0954,0.2092,0.1293,0.1122,-0.0235,-0.0081,0.0314,0.2179,0.2036,0.0182,0.2274,-0.0403,0.1296,0.2402,0.0533,0.2333,0.147,-0.035,0.0499,0.0849,0.0242,0.1727,0.0037,0.1863,0.0395,-0.0292,0.1178,-0.0213,0.1155,0.1864,0.1287,0.0884,-0.0399,0.104,-0.0208,0.144,-0.0104,0.1234,0.0559,0.0624,0.1489,-0.0008,0.0009,0.2325,0.0495,0.2027,0.212,0.0941,-0.0053,-0.0218,0.2137,-0.0149,0.0988,0.1108,-0.0147,0.0903,-0.0008,0.1106,0.102,0.0601,0.0093,0.0711,0.011,-0.0119,0.022,0.2115,0.1005,0.2172,-0.0455,0.233,0.0965,0.1873,0.1211,0.1567,0.0188,0.175,-0.0039,0.0293,-0.0407,0.068,0.1054,0.0376,0.2172,-0.0247,0.1236,0.0202,0.1286,0.1852,0.1632,-0.0314,0.0237,0.1298,0.2449,-0.0376,0.1355,0.1576,0.1944,0.0526,0.1932,0.0885,0.2263,-0.0468,0.2321,0.0736,0.0721,-0.0236,0.0235,0.1701,0.1536,-0.0046,0.7533,0.6921,0.7095,0.7159,0.7493,0.9428,0.9492,0.8875,0.7939,0.7992,0.8838,0.9224,0.8754,0.8409,0.7097,0.8375,0.9037,0.886,0.6777,0.8652,0.7548,0.6987,0.9397,0.8518,0.8737,0.6905,0.8985,0.9311,0.9214,0.8735,0.8997,0.8907,0.8271,0.7806,0.8976,0.8853,0.9112,0.7397,0.9383,0.8095,0.9338,0.6848,0.9405,0.8862,0.7256,0.9015,0.7196,0.7094,0.7874,0.721,0.7978,0.9224,0.8556,0.8631,0.7676,0.8852,0.8881,0.8549,0.9325,0.8977,0.7719,0.6761,0.8457,0.9009
1,0.1744,0.2076,0.0657,-0.022,0.2119,0.1761,0.1291,0.243,-0.0386,-0.0332,-0.0127,-0.0435,0.1625,0.139,-0.0163,-0.0014,0.0043,0.1328,0.1517,0.2409,0.0582,0.2437,0.0803,0.0673,0.026,0.0198,0.2424,0.2485,0.1618,0.0025,0.004,-0.0043,0.0553,0.1712,-0.0323,0.1091,0.1542,-0.0399,0.0819,0.1873,0.1227,0.0855,0.2144,0.1303,0.0511,0.0688,0.233,0.2078,0.2245,0.1182,-0.0073,0.0025,0.065,0.1572,-0.0486,0.1906,0.1858,0.1045,-0.0483,0.1894,0.0742,0.1508,0.121,0.1685,0.7726,0.938,0.9367,0.9287,0.8346,0.7449,0.763,0.7307,0.9211,0.8877,0.8864,0.8964,0.9472,0.8564,0.7455,0.8773,0.7287,0.8333,0.6975,0.9073,0.7966,0.7325,0.9269,0.6749,0.9291,0.8771,0.6947,0.8783,0.822,0.9222,0.826,0.7782,0.93,0.6762,0.8831,0.6809,0.733,0.6841,0.9114,0.7825,0.8679,0.727,0.8691,0.8446,0.6793,0.7982,0.8665,0.7144,0.8463,0.7334,0.7612,0.926,0.9329,0.9494,0.778,0.8215,0.8925,0.8776,0.7869,0.9091,0.7704,0.935,0.7918,0.6856,0.1747,-0.0065,0.1539,-0.0339,0.2465,0.1123,0.1721,-0.0107,0.1411,0.063,0.0247,0.1945,-0.04,0.0934,-0.0239,0.2054,0.218,-0.0397,0.0894,0.0907,0.1656,0.1687,0.053,0.2298,0.0056,-0.009,0.1944,-0.014,0.0058,0.1,0.0509,-0.0009,0.229,0.0922,0.1858,0.0251,0.2238,0.0163,0.2219,0.1339,0.2413,0.1813,0.1392,0.1099,0.2065,0.0831,-0.0205,0.2241,0.1917,0.1546,0.1734,0.0196,0.089,0.1969,0.2386,0.227,-0.0019,0.1552,0.1162,0.0715,0.0003,-0.0089,0.0911,0.0979
2,-0.0482,0.1237,0.0501,-0.0438,0.0878,0.2459,-0.0364,-0.0063,0.1513,0.0318,0.032,0.1,0.0286,0.1207,0.1084,0.2371,0.2477,-0.0398,0.1182,0.1813,0.2117,0.1823,0.1399,0.1404,0.0589,0.0345,0.1886,0.2118,0.2316,0.1544,0.0412,0.179,0.1719,0.1027,0.1406,0.0551,0.1152,0.0718,-0.0319,0.0512,0.047,0.2465,0.0944,0.0602,0.023,0.0204,0.0548,-0.0093,-0.0478,0.2113,0.0859,0.0837,0.1206,0.0407,0.0007,-0.0301,0.0404,0.0425,0.168,0.1154,0.2312,0.0521,0.2264,0.125,-0.026,0.0036,0.1241,0.2462,0.0571,0.1823,0.0785,0.2105,-0.0297,0.0954,0.2197,0.0328,0.0273,-0.0431,-0.0006,0.0304,0.1613,0.0155,0.0699,0.0101,0.1309,0.2092,0.1444,0.009,0.1702,0.2389,0.1303,-0.0262,0.1928,0.2127,0.0523,-0.009,0.0065,0.1111,0.2126,0.142,0.2269,0.0137,0.048,0.1748,0.1447,0.0716,0.1537,0.0513,-0.0328,0.0743,-0.0364,0.1379,0.0504,0.0983,0.1294,0.0271,0.089,-0.0459,0.2276,0.1192,0.2463,-0.0332,0.1342,0.1672,0.0487,-0.022,-0.0031,-0.0072,0.8802,0.677,0.8942,0.777,0.8116,0.8265,0.8165,0.8472,0.8305,0.7493,0.8723,0.7273,0.8634,0.879,0.8828,0.7428,0.8818,0.9432,0.7859,0.7335,0.807,0.9323,0.6896,0.6527,0.7927,0.8466,0.8822,0.7587,0.9469,0.7185,0.877,0.677,0.6584,0.6902,0.668,0.8006,0.8166,0.7045,0.9319,0.7597,0.6948,0.7032,0.8713,0.9264,0.6986,0.6587,0.8834,0.7228,0.9447,0.7997,0.8408,0.7533,0.8902,0.788,0.7471,0.9211,0.6823,0.87,0.6696,0.8436,0.7706,0.9092,0.668,0.8193
1,-0.0316,0.2118,0.2362,0.0984,0.104,0.1092,0.1112,-0.0438,0.2402,0.0171,0.0047,-0.0192,0.0251,0.1951,-0.041,-0.0211,0.1597,0.0085,-0.0447,0.1298,0.1229,0.1069,0.1608,-0.0191,0.2109,0.1651,-0.0364,-0.0131,0.0981,0.1002,0.0339,-0.0134,0.0717,-0.0089,0.1275,0.2083,-0.0058,0.1219,0.174,-0.0007,0.1978,0.2313,0.0666,0.0761,0.2019,0.1077,0.0687,0.2324,0.1831,0.0516,0.0221,0.0505,0.0807,0.2444,0.1913,0.2238,0.1945,0.2043,-0.0339,0.1052,0.2374,0.2303,0.0248,0.0766,0.8398,0.7593,0.8092,0.6708,0.7799,0.8014,0.6562,0.6918,0.9409,0.883,0.9311,0.84,0.8928,0.9153,0.9154,0.6603,0.8425,0.7297,0.8535,0.732,0.8127,0.9273,0.8364,0.7252,0.8061,0.7801,0.9353,0.7363,0.7416,0.8443,0.6861,0.8283,0.9368,0.8041,0.7305,0.7899,0.8101,0.6945,0.6872,0.6894,0.7381,0.772,0.7365,0.723,0.6764,0.8139,0.9019,0.833,0.8211,0.8451,0.7104,0.8631,0.7883,0.8144,0.8338,0.7907,0.7432,0.7227,0.7165,0.8037,0.765,0.8257,0.6536,0.7558,0.2086,0.0216,0.117,0.0974,0.0354,0.2463,0.0387,0.1816,-0.0024,-0.03,0.2114,0.082,-0.0314,0.0664,0.082,0.1706,-0.0172,0.0176,0.2378,0.1716,-0.0036,0.0511,0.0557,0.1526,0.1349,0.205,0.1964,0.1053,0.1716,0.173,0.1779,0.0926,0.1855,0.1626,0.2244,-0.0118,0.2112,-0.0487,0.1797,0.1258,0.0994,0.2388,0.1216,0.0754,0.1851,0.2118,0.1322,0.0639,0.0857,0.0874,0.1669,0.0379,0.0672,0.1166,0.0654,0.0466,0.1861,0.2049,0.0999,0.0832,0.0053,0.0412,-0.0065,0.1226
0,0.8071,0.8961,0.8867,0.757,0.7167,0.8734,0.8905,0.7157,0.9149,0.9477,0.78,0.7642,0.863,0.9289,0.7105,0.7405,0.7487,0.8697,0.706,0.8141,0.8001,0.8505,0.693,0.937,0.95,0.8183,0.8886,0.705,0.9231,0.8154,0.8779,0.9105,0.7585,0.9272,0.7122,0.657,0.8007,0.9196,0.9201,0.9365,0.8032,0.9298,0.818,0.6931,0.8393,0.891,0.7772,0.8306,0.7277,0.7328,0.7761,0.804,0.7905,0.6777,0.6517,0.7521,0.8651,0.8745,0.7211,0.7267,0.805,0.7026,0.8309,0.9212,0.0106,0.1257,0.1662,0.1748,0.1636,0.1632,0.0318,0.2015,0.2275,-0.0342,0.2332,0.0828,-0.0241,-0.0291,0.1891,0.1533,-0.0074,0.088,0.1416,0.2493,0.0508,0.18,0.0235,0.0097,-0.0016,0.073,0.1355,0.041,-0.0014,0.0156,-0.0245,0.0079,0.0447,0.1014,0.0051,0.0939,0.0819,0.2419,0.0959,0.2334,0.0914,0.0094,0.1276,-0.0066,0.0008,-0.028,0.1604,0.2401,0.071,0.0562,0.0775,0.0556,0.1572,0.0676,-0.0043,0.2093,0.1218,-0.0481,0.2048,0.1685,0.0563,0.139,0.2261,0.0705,0.0798,0.0395,0.1163,0.1488,0.1705,0.2348,-0.0064,0.0598,0.2055,0.1873,0.127,0.1532,0.052,0.2335,0.1148,0.0708,0.0047,-0.0154,0.2193,0.1901,-0.042,0.047,0.0939,0.0987,0.059,0.2185,0.055,0.1096,0.2288,0.1418,0.0931,0.0498,0.0661,0.1327,0.1858,0.0282,0.0611,0.0663,0.0589,0.2239,0.1117,0.0327,0.0497,0.1964,-0.0019,0.157,-0.0435,0.0079,-0.0322,0.1917,-0.0059,0.0184,-0.0327,0.0292,0.17,0.166,0.2231,0.2341,0.1153,0.2266,-0.0231,0.2275,0.0802,0.0079
2,0.0493,0.0451,0.0398,0.1259,0.1404,0.1853,-0.038,0.1668,0.2157,0.1136,-0.0351,0.0401,-0.0481,0.007,0.2264,0.1326,0.1474,0.1867,0.2229,0.1335,0.135,0.138,0.1589,0.1289,0.1543,0.0138,0.1501,0.0874,0.1788,-0.0196,0.0044,-0.0389,0.1824,0.2242,0.1467,0.0607,0.1968,0.186,0.1186,0.0274,0.0406,0.0765,0.0455,0.0792,0.1425,0.2302,-0.0336,0.1203,-0.0382,-0.0143,0.1931,0.1226,0.2256,0.0839,-0.0458,0.0661,0.1276,0.2313,0.2442,0.0926,0.0737,-0.0194,0.1434,0.0137,-0.0045,-0.0453,-0.0486,0.1551,-0.0135,0.2399,-0.0236,0.2109,-0.0113,-0.0447,0.1658,0.0227,0.1701,0.0062,-0.035,0.1822,0.1641,0.2066,0.1689,-0.0247,0.1386,0.1628,0.0882,0.2297,0.0262,0.2393,0.1652,-0.0466,-0.0456,0.1452,0.1952,-0.0261,0.0433,0.1688,-0.0002,0.2083,0.0959,-0.0321,0.0603,0.1225,0.0816,0.1531,-0.0065,0.1892,0.059,0.1435,0.1389,0.0754,0.0657,0.1859,0.2335,0.1854,0.12,0.0377,-0.0318,0.2422,0.161,0.1982,0.0496,0.1317,0.2432,0.1994,0.1303,0.0426,0.7786,0.9164,0.763,0.8554,0.8305,0.9188,0.8922,0.735,0.6505,0.7289,0.7768,0.826,0.8948,0.9162,0.6627,0.9,0.8935,0.9102,0.8216,0.7322,0.9054,0.8921,0.8554,0.9241,0.7541,0.6755,0.8161,0.8892,0.7101,0.8751,0.9295,0.7202,0.8321,0.8533,0.7896,0.712,0.7264,0.8753,0.8875,0.7879,0.6763,0.892,0.8816,0.7199,0.8239,0.9191,0.9155,0.8066,0.793,0.8268,0.7067,0.7077,0.7042,0.8603,0.7588,0.8193,0.7707,0.8052,0.6947,0.6634,0.9491,0.7622,0.6818,0.8398
0,0.914,0.6546,0.7281,0.7208,0.8732,0.9334,0.8738,0.7481,0.914,0.7486,0.7218,0.9223,0.8392,0.8579,0.8496,0.9437,0.7908,0.9019,0.8593,0.9073,0.7812,0.8674,0.8211,0.7423,0.7136,0.8368,0.6733,0.9232,0.6934,0.6581,0.682,0.9287,0.7535,0.6926,0.6586,0.6625,0.8578,0.8402,0.8591,0.871,0.6697,0.8271,0.759,0.8953,0.8959,0.9174,0.6698,0.9103,0.9243,0.9333,0.6821,0.7117,0.6836,0.6603,0.9043,0.8936,0.8403,0.8975,0.8395,0.7362,0.68,0.6794,0.8772,0.7115,0.0457,0.0771,-0.0437,0.027,0.0348,0.1647,0.0604,0.0462,0.2392,0.1011,0.2054,0.1355,-0.0407,0.0739,0.0809,0.1819,0.054,0.1614,0.1114,0.015,0.2087,-0.0227,0.1959,0.0011,-0.0496,0.0106,0.1787,0.2434,-0.0487,0.0972,0.0974,0.189,0.0054,0.0984,0.0542,0.1996,0.0282,0.2332,0.0351,0.0144,0.1598,0.0995,-0.017,0.141,-0.0257,0.1864,0.1591,0.1861,0.1384,0.0567,0.0704,0.0684,0.2171,-0.0241,0.2165,-0.0424,0.0118,0.029,0.2204,0.1004,0.0638,0.2152,0.0201,0.0883,0.1095,0.1763,0.1759,0.1439,0.0545,0.048,-0.0034,0.2029,0.1486,0.1726,0.0009,0.0816,0.182,0.1238,-0.0122,0.0886,0.2155,0.0214,0.0075,0.0405,0.1609,0.2031,-0.0036,-0.0032,0.0243,0.048,0.1067,-0.0017,0.0484,0.0068,0.2425,0.1686,-0.0195,0.2387,-0.0195,0.0653,0.2451,0.1885,0.17,0.0805,0.0089,0.1414,-0.0179,0.0119,0.0665,-0.0398,0.0697,0.1873,0.158,0.1001,0.1397,0.089,-0.0075,0.1311,0.0714,0.1723,0.2224,0.079,0.1222,0.1747,0.0763,0.0186,0.1667,0.214
2,0.1245,-0.0236,0.226,0.0472,0.203,0.2014,0.2376,0.0113,0.0779,0.2232,-0.0468,-0.0358,0.1195,0.0992,0.2261,0.182,0.1115,0.2495,0.1052,0.1052,0.1556,0.0669,0.0573,0.1284,0.0553,0.2344,0.1529,0.1076,-0.0203,0.0623,0.0703,0.1184,0.1222,0.214,0.2393,0.096,0.082,0.1374,0.2488,0.053,0.109,0.1948,0.0012,0.0454,0.2435,0.1978,0.1038,-0.0168,0.2184,0.157,0.1962,0.2471,0.2164,0.0763,-0.0031,0.037,0.1035,0.1015,0.0064,0.0047,0.139,0.1309,0.056,0.2481,0.141,-0.0373,0.0734,0.1863,0.042,0.1572,-0.0488,0.0413,0.2026,0.1259,0.1504,0.009,0.0994,0.116,0.0298,0.144,0.1094,0.2491,0.1223,0.0733,-0.0135,-0.003,0.1778,-0.018,-0.02,0.0012,0.1067,0.1969,0.1339,0.192,-0.0314,-0.0463,0.1812,0.0468,0.1646,0.0562,0.0008,0.03,-0.0202,0.2212,0.1247,0.0547,0.085,0.0657,-0.0336,0.2172,0.1248,0.2379,0.0819,0.1361,0.0248,-0.0368,0.2292,0.2064,0.0444,0.2197,0.1948,0.0411,0.1308,0.238,0.0987,0.2349,0.0229,0.0669,0.8655,0.7164,0.7427,0.9126,0.7953,0.8878,0.723,0.702,0.7575,0.706,0.9415,0.7372,0.8185,0.6845,0.8101,0.7657,0.771,0.6696,0.687,0.8977,0.7554,0.7235,0.7074,0.7351,0.7212,0.6605,0.8493,0.7524,0.6968,0.8618,0.6778,0.7309,0.9005,0.6883,0.783,0.9009,0.8915,0.6978,0.7559,0.8667,0.7631,0.9375,0.7124,0.9353,0.8014,0.7182,0.7858,0.6893,0.8619,0.7282,0.9199,0.8263,0.7604,0.7239,0.8325,0.7138,0.9117,0.6868,0.8039,0.8128,0.7311,0.8815,0.7654,0.8473
0,0.7519,0.8285,0.9009,0.8879,0.6513,0.7967,0.6549,0.6832,0.8937,0.7756,0.8314,0.7872,0.7506,0.7141,0.7561,0.9034,0.8358,0.7376,0.6764,0.7313,0.8604,0.7826,0.8483,0.8921,0.6862,0.8549,0.6625,0.8969,0.7052,0.7314,0.9373,0.7587,0.7173,0.917,0.8331,0.9182,0.7683,0.7999,0.9367,0.802,0.9466,0.7068,0.8992,0.6987,0.8082,0.6501,0.7026,0.9335,0.7864,0.8928,0.7252,0.7557,0.6803,0.8158,0.9087,0.8042,0.763,0.9286,0.9181,0.8499,0.6728,0.8372,0.7832,0.9374,0.0585,0.1483,0.1396,0.0628,0.1067,0.153,0.2222,0.0994,0.0591,0.2429,-0.0329,0.2004,0.1551,0.1172,0.0843,0.1753,0.2173,0.1687,0.1749,-0.0395,0.0476,-0.0089,0.2359,0.2174,-0.0066,0.1263,0.123,-0.036,0.0677,0.1742,0.1424,0.0343,0.1787,0.0374,0.1133,0.0762,0.2434,0.1446,0.1915,0.1529,0.0641,0.2389,0.1629,0.1573,0.0332,-0.0014,0.1225,0.1978,0.1881,0.0542,-0.008,0.1048,0.2132,-0.0014,0.1715,0.0012,0.0436,-0.034,0.0393,0.0649,0.2401,0.2386,0.0061,0.0428,0.2331,0.0092,0.0463,0.0815,-0.0175,0.0281,0.0682,0.0657,0.2391,0.0301,0.0112,0.2226,0.0851,0.2011,0.1411,0.1836,0.0444,-0.0044,0.1771,0.0911,0.1176,0.1512,0.1758,0.0326,0.0588,0.2252,0.1088,0.0365,0.1391,0.0279,0.1814,-0.0376,0.198,0.1199,0.0561,0.232,0.0297,0.023,-0.029,0.1146,0.1761,0.1534,0.0738,0.1923,-0.0166,0.0421,0.1434,0.2402,0.1402,0.1576,0.1824,0.0683,0.2321,0.1727,0.0525,0.0678,0.1917,0.0549,0.0057,0.2115,0.1095,0.1064,0.1508,0.2205
